sentiment,airline,text
negative,American,@AmericanAir extra night we have to stay in San Juan now. How can I check on that?
negative,Delta,"@JetBlue 1472, FLL to LGA. This is getting old. 4th @JetBlue flight in 2.5 weeks, 4th significant delay."
neutral,United,@united what happened to flight status map? It was so cool..
negative,American,@AmericanAir to my destination. After waiting 2 hours and missing our second flight with them. Our #luggage made the flight though...
positive,Southwest,"@SouthwestAir Love, love, love this. Southwest Rocks!! Always!! https://t.co/q8VSfFRd1u"
negative,American,"@AmericanAir  upon entering plane to 2 @USAirways stewardesses: ""can I have some water?"" ""no we don't do that. please take your seat"""
negative,Southwest,@SouthwestAir waiting over a half hour for my checked baggage to be delivered! No updates from any ground crew
negative,United,@united 3359 which you finally Cancelled Flightled.
neutral,Delta,"Bruh...real tweet from @JetBlue ""Our fleet's on fleek. http://t.co/dqny4aKTg9"""
negative,United,@united this may be the last time I fly your airline.
positive,American,@AmericanAir I might look into that. My wife travels much more than I do. Could we both use the membership?
negative,United,@united - blamed weather lol 78 no wind and not a cloud in the sky!! Delayed both ways 4x!! RU kidding me to charge me for 1.5lb w/8 delays?
positive,United,@united thank you for taking care of my mom and reFlight Booking Problems her flight in phl.
neutral,US Airways,@USAirways Flight 4424 operated by @FlyRepublicAir (N813MA) arrives at @FlyTPA following flight from Reagan National http://t.co/OSc9OFlol3
negative,US Airways,"@USAirways Joined Silver Preferred because I heard customer service was so great, pity I was misguided."
negative,United,"@United come on, reopen 1285 at ORD and clear your growing DC backlog"
negative,Delta,"@JetBlue Clients got ZERO, in 32 years career never thought this was possible.2 suitcases worth thousands of $$ in Italian clothing robbed."
neutral,US Airways,@USAirways thank you.
neutral,Delta,STAHP!! 😂😂😭😭😭😭 RT @JetBlue Our fleet's on fleek. http://t.co/BM2unRaOnI
negative,US Airways,@USAirways My wife had flight changes due to weather now she cant checkin to her return flight and it fails Is it possible usair Cancelled Flightled
negative,US Airways,@USAirways why let passengers on board when there was an issue? Over an hour &amp; the pilot doesn't know when we'll leave.
positive,Delta,"@JetBlue I can't say what airline I am on right now, but I sincerely miss you. #bestairline"
negative,US Airways,"@USAirways Aye, and nothing to do with an automated system which doesn't work properly. Anyway, got through to somebody..."
negative,United,@united of course I would like hepl! Are you kidding me? That's the ONLY reason I've been on hold for the past 5 hours!
negative,Southwest,"@SouthwestAir - our baggage motto: we don't cover that. Small tear, ripped seam, snow soaked, busted zippers - SORRY http://t.co/LHwFBKFynI"
neutral,United,@united two years old.  Birthdate 11/13/2012
negative,United,@united yes lots. You have terrible customer service at Newark and despite raising a complaint there we were ignored hence the tweet
negative,US Airways,@USAirways yes I know the industry procedure on baggage. Thanks for helping..... 😉 what about the impossible connection that started this?
negative,US Airways,@USAirways any word on flight 1748 getting out of DFW in the near future? Stuck on plane at gate for over an hour
negative,US Airways,"@USAirways Its not just PHL, at BTV today made to deplane because ""it's Sunday and we don't know if maintenance will be available"""
negative,US Airways,@USAirways little help to us! My husband has been on hold for an hour for something that take 5 minutes to complete.
positive,United,"@united thanks, keep up the good work"
negative,United,@united flight 1219. My frustration boiled over after dealing with attendant. Her attitude was ridiculous.
negative,US Airways,@USAirways #usairways lost a passenger today for not upholding their promise of excellent customer service!!!
neutral,United,@united @perfectomobile You really shouldn't use the word 'crashing.' Just sayin'.
negative,US Airways,@USAirways #695 might have been Cancelled Flighted? mechanical issue. 6 hours Late Flightr 100 people still waiting and Zero information. Please send help.
negative,United,@united yes... A ride home would be perfect.. A fete one would assume possible after charging 1600$ for a domestic flight... Ps we deplaned
negative,US Airways,@USAirways WTF is going on with the 1:30 from DC to BOS? Twice we go back back to the gate after leaving for the runway? Total BS.
neutral,US Airways,@USAirways how do you give stand by seats to ticketed passengers who you know have a connecting flight ?
neutral,Delta,@JetBlue I sent you an email
negative,US Airways,"@USAirways 6 hours, no agent. Should I keep waiting?"
positive,Delta,"@JetBlue good to know, thanks so much!"
negative,Southwest,@SouthwestAir Anyone answering phone this morning at 800IFLYSWA? On hold 51 minutes and counting...
neutral,Delta,"Now put your baggage fees back on ""free."" RT @JetBlue: Our fleet's on fleek. http://t.co/oxsA8btVTB"
negative,American,@AmericanAir @derekc21  Hello any one out there ? have you forgotten me ?  I need a  luggage # for BA.  Your dropping the ball here .
negative,US Airways,@USAirways I did not want to hang out on your plane all day when I am traveling to get work done and turn right back around. Unacceptable
negative,US Airways,@USAirways I have been on hold for over one hour waiting to reschedule a flight. How much longer should I expect?
negative,American,"@AmericanAir You should be more timely with bags that missed a flight, people need their undies the next morning!"
negative,American,"@AmericanAir Why can't you handle your customers needs? Cancelled Flightled flight, 800 number leads to a quick ""Goodbye"" Very Sad!"
neutral,United,@united to start 3xweekly #B737-900 flights from #NewOrleans to #Cancun on between 9MAY-5SEP #avgeek
neutral,United,@United is it possible to upfare to P a segment where I have a GPU waitlisted?
negative,US Airways,@USAirways since when does a maintenance problem and missing flight crew equal delayed due to weather? I'm confused since we had sunny skies
negative,United,"@united Friend stuck in bus on runway at PEK with two small kids no customer service, no explanation, kids crying, awful service."
negative,US Airways,@USAirways yesterday we were delayed for SIX hours w/lil to NO explanation we paid LOTS of $$ 2 fly w/u &amp; this is how u treat ur customers?
negative,Delta,@JetBlue I don't have enough hands to count the number of times something like this has delayed my flight with you guys. Very disappointed.
neutral,American,"@AmericanAir we have been rebooked due to weather, but need to change our reservation and fly on the 24th, instead of the 23rd."
negative,United,@united your seats are god awful.
negative,United,@united I'd thank you - but you didn't help.  taking 6 hours to reply (so I get a message in the middle of the night) isn't actually helpful
negative,United,"@united b) I contacted you directly, and the phone service was Laissez Faire at best.  The problem isn't a Cancelled Flightled a flight."
negative,Southwest,@SouthwestAir I did. Still haven't heard a thing.
negative,United,@united after 6 hour plus delay from #WashingtonDC finally on flight to #Edinburgh all very tired
negative,Delta,@JetBlue Still no response from CEO. I guess he is at the Oscars.  I bet his flight was on time.  #JUSTWRONG
negative,United,"@united @FlyEIA yes, they said it took more than an hour!"
negative,United,@united I need to speak with a supervisor or someone who is #willing to help me use a credit I have ASAP.  #letsworktogether
positive,Delta,@JetBlue thank you!!
neutral,Delta,@JetBlue Dumps Amex - Nassau News Live http://t.co/DZg99JFIiK
negative,US Airways,@USAirways going to miss my connection because my flight home has been delayed and now no gate agent to get us off the plane-so frustrated
negative,US Airways,"@USAirways  Flight 4454 aircraft at gate, but no crew?  Will be 2+ hours Late Flight to destination. Come on!"
negative,American,@AmericanAir face palm!!! Cannot believe the last 24 hrs 1.5 hrs of sleep and No and no and what you can't do......
neutral,Delta,@JetBlue when can we start Flight Booking Problems flights for November?
positive,US Airways,"@USAirways YOU ARE THE BEST AIRWAYS!!!!!!!!!! FOLLOW ME BACK, PLEASE 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😢😢😢😢😢😢😢😢🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
negative,US Airways,@USAirways how about now getting us the rest of our bags please? We only received 2 of 5. Can you help with that?
neutral,United,"@united FAIL set to song. http://t.co/Axpn28xiQB ""United Breaks Guitars"" &lt; LMAO!"
negative,United,"@united Yes, myself and about 200 other people also."
